s,C,kg/m2/s,kW/m2,kW/m2,kW/m2,C,kW/m3,kW/m3,kW/m2
Time,"temp","burn","rad","gauge","con","gas","hrrpuv","qr","U"
 5.8140160E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.8327151E+002, 1.2774220E+003,-2.5496680E+002, 2.2710979E+002
 5.8200030E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.2529082E+002, 4.6793967E+002, 9.7121001E+000, 1.5964145E+002
 5.8260148E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.6118641E+002, 1.4260067E+003,-3.2963568E+002, 2.8788323E+002
 5.8320835E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.4397741E+002, 2.0968983E+003,-2.9270239E+002, 2.2751715E+002
 5.8380318E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.9263785E+002, 2.3813595E+003,-1.1787952E+002, 1.9001317E+002
 5.8440066E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.6322408E+002, 7.9509263E+002, 2.9428039E+001, 1.8163962E+002
 5.8500481E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.5072638E+002, 9.7401707E+002,-1.0451197E+002, 1.7340708E+002
 5.8560934E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.9615178E+002, 1.9657763E+003,-2.9506985E+002, 2.0045468E+002
 5.8620163E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.3684401E+002, 1.7663472E+003,-4.7043608E+002, 2.2393464E+002
 5.8680327E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.3808080E+002, 1.0343236E+003, 1.9385250E+001, 1.9060189E+002
 5.8740513E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1230397E+003, 2.7955852E+003,-8.8869990E+002, 2.9431809E+002
 5.8800877E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.4474257E+002, 1.8065359E+003,-1.3480185E+002, 2.0990601E+002
 5.8860637E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.3792877E+002, 1.0708939E+003,-1.5121501E+002, 1.7275899E+002
 5.8920600E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.5067069E+002, 1.1128918E+003,-3.7533576E+002, 2.0751555E+002
 5.8980375E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.2432184E+002, 1.3311562E+003,-1.1680418E+002, 2.0947734E+002
 5.9040733E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.5111191E+002, 1.6021240E+003,-2.6044771E+002, 1.9253358E+002
 5.9100071E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.4303297E+002, 1.5279891E+003, 2.6249259E+001, 3.6504230E+002
 5.9160373E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.2383169E+002, 2.4385395E+003,-3.7889339E+002, 2.1019387E+002
 5.9220608E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.4731213E+002, 1.8396299E+003,-3.3865750E+002, 2.8394241E+002
 5.9280856E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.5440183E+002, 1.7918891E+003,-3.4524374E+002, 2.1779487E+002
 5.9340392E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.5645830E+002, 7.1292916E+002, 4.0107800E+001, 1.6533540E+002
 5.9400152E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.5982179E+002, 1.6098471E+003,-1.1256876E+002, 1.9567950E+002
 5.9460640E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.1545666E+002, 9.7955948E+002, 6.0347429E+001, 2.5434256E+002
 5.9520396E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0390548E+003, 2.2432816E+003,-5.8653737E+002, 2.4894271E+002
 5.9580956E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.1009152E+002, 1.2110161E+003,-4.2145080E+001, 2.0914334E+002
 5.9640791E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.1853246E+002, 1.4136454E+003,-2.3867991E+002, 2.1820836E+002
 5.9700882E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.1343014E+002, 1.1273302E+003,-1.5457064E+002, 2.2049847E+002
 5.9760197E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.6993713E+002, 3.3217541E+003,-5.5920684E+002, 2.4277087E+002
 5.9820771E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.8835660E+002, 6.8555024E+002, 4.6016928E+001, 1.9674033E+002
 5.9880948E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.9334958E+002, 6.3061713E+002, 2.8373212E+001, 2.2808710E+002
 5.9940663E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0361854E+003, 1.7672021E+003,-6.2153212E+002, 2.4311156E+002
 6.0000000E+002, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.9429490E+002, 3.0587805E+003,-3.9280580E+002, 2.5868502E+002
